tweet_text,tweet_sentiment_value
and now your rep just hung up on me after over <> minutes on hold because i asked for a supervisor. i'm furious right now.,0
i have a question about my interview process i had only one interview but was the last person is that good or bad,1
thank you for <> hours at terminal d in dulles airport,0
go bankrupt again and transfer all of your assets to luv. that would be great.,0
landing in chicago - saw it once we were already airborne.,1
"marcus helped me - good agent, couldn't fix it. flight was listed on website, but ""unavailable""to book. false advertising much?",0
"i may not hit any new status this year, but ive flown several times this year and have tried to book with yall every time!",2
"unsmiling rep. told us hotel shuttle comes ""like every <> minutes."" breezy <> minute. late flightr we're taking a cab. you going to reimburse?",0
"if someone misses his connecting flight because of the airline, and it was the last flight of the day, how will you fix it?",0
yes i needed plenty of assistance but received none.,0
"not tonight, we got a hotel and after <> of traveling and still not reaching our destination we are disappointed. thanks",0
thank you for the reply. i emailed your customer care department about my experience.,0
how can i file a claim when your agents won't let me speak to a supervisor? my claim number is expired because you won't find my bag,0
it's done. if you do something to make up for it i'll tweet that too.,1
i had one interview i was the last person what does that mean?,0
i have flown with you <> times in the last <> days. <> out of <> flights have been delayed. huge mistake on my part. don't fly,0
i just received notification of in-flight wi-fi for <> from to . amazing!,2
yes but taking two days to get bag delivered. missed a full day skiing because of this.,0
give her the recognition she deserves!,2
she's the type of person that can make a customers day! i fly <> times a year and she's one of the top flight attendants i've had!,2
made me remove <> pound from my checked bag otherwise they would charge me <>. loyal flier for <> years - time for change.,0
been sitting on this plane <> unreal. when will my <> day nightmare end?,0
you suck. you're the best.,2
can you let us out of the gate now. <>,0
"and on top of no free tv on the intl leg, now im sitting on the tarmac in houston, <> minute past departure w another hour plus to go",0
"dtv doesnt work, pilots late flight, wont let <> old fly next <> me and i paid <> an upgrade. sucks",0
"your ""loyalty team"" basically flipped me off via phone, but thanks. maybe google ""loyalty"" and get back to me? lol",0
"hey , this is your job, don't give me the safety spin. this is the same plane that broke on the original flight out. sucks",0
thank you,2
", if you mean beyond opaque ""maintenance issues"", yes, that would be basic in customer service which your ewr staff can't manage.",0
"""dear ted. we don't care about you nor the mileage plus card you pay a lot for. bye bye. -- """,0
terminal <> gate <>. flt <>. then take her to terminal <>. gate <>. swiss air <>,1
. sad that you don't think it is important to resolve your client facing team that behaves disgraceful,0
help! my girlfriend amy lloyd is going to miss our flt to zurich bc of your fault. she needs a golf cart to meet her at ord <>,0
- epicfail from a former gate agent in pia! he walked away and quit! luckily a responsible pia agent saved the day!,0
that was the problem. we were being told the aircraft was on its way.,0
will do. thanks. been sitting on plane now for <> hours and now we have to refuel! i can't even make this stuff up.,0
do you know how to use twitter bro? your terminal looks like it's in bosnia. here's another pic.,0
you are by far the worst airline. <> plane delays on <> round trip flight. how is that possible.,0
i took care of it myself. had to rent a car and drive <> hours to retrieve my belongings. due to errors.,0
now i'll probably miss my next connection!,0
any chance you'll ever do cpus on your jfk-lax like ?,1
you may think i'm joking or blowing it out of proportion but the last <> flights have been delayed or significantly late flight.,0
"not the case. now delayed due to ""mechanical issues with no update on departure time"". just cancelled flight the goddamn flight so i go",0
<> days and <> planes with mechanical issues? now over <> hours late flight sitting on this plane. this is insane!,0
i didn't get a message from you. i'll resend numbers.,0
"yes, filled out the form last year. don't have case number handy. guess i'm not cut out for the historical society afterall",1
what idiot designed your seats? armrest tv remote and resting elbows don't mix. seatmate keeps changing channels and blasting volume.,0
you can bump me up to group <> so i won't be forced to check my bag and wait <> minutes at lga.,0
